Content,ID,Timestamp,Length,LengthPalabras,Autor
@mileycyrus Billy Ray's new album is fantastic. I'm listening it on iTunes. I'd buy it but it's not out in Aus  Make it come out here!,1469702180,2009-04-07 07:10:04,134,26,BATMANNN
"@mileycyrus .. You on the tyra show, i will have to watch that online, they dont show it in the UK i dont think. ",1469729393,2009-04-07 07:14:53,113,24,Gossip_92
@mileycyrus Miley my tummy hurts too and my head hurts it sounds like someone is pounding on my head!  ,1469749110,2009-04-07 07:18:20,103,19,kaylaMHarvey
"@mileycyrus i was reading your book today &amp; i read about vanessa, im really sorry  were doing a fundraiser @ my school for cystic fibrosis",1550725555,2009-04-18 07:04:24,142,25,x3caitlinnnn
"@mileycyrus Iï¿½d like to go to Madrid to see you but I think itï¿½s not possible   anyway, Iï¿½ll watch you on tuesday on &quot;El hormiguero&quot; ",1550776310,2009-04-18 07:14:19,149,25,condeduff90
"@mileycyrus i love you, answer me! i'm your number one faaan! ",1552001227,2009-04-18 10:31:41,62,11,ilanna_wat
@mileycyrus Have fun away from america  haha,1553110286,2009-04-18 13:24:02,44,7,angelinajonas
@mileycyrus.. Safe Jpurney Cos Imm One Off Uur Fans Lol Thaa Mii &amp;&amp; Uue Never Reply To Anythiiin I Send Uue! Not Fair  lol ,1553169200,2009-04-18 13:33:14,131,24,xxbhabesxx
@mileycyrus YOU FLIGHT TO GERMANY BUT NOT TO AUSTRIA WHY??? ,1553232495,2009-04-18 13:43:12,60,10,bennymareich
@mileycyrus YOU FLIGHT TO GERMANY BUT NOT TO AUSTRIA WHY??? ,1553242834,2009-04-18 13:44:52,60,10,bennymareich
@mileycyrus Ahh.. Now I'm sad because I was there just 2 days ago ,1553299210,2009-04-18 13:53:49,66,13,Mmimii
@mileycyrus YOU FLIGHT TO GERMANY BUT NOT TO AUSTRIA WHY??? ,1553301448,2009-04-18 13:54:12,60,10,bennymareich
@honorsociety iis just 15min away I CANT GO  im sad.  oh well @mileycyrus movieee time. HM movie at 4,1553393710,2009-04-18 14:08:54,101,19,jehankazi
@mileycyrus that's so cool - but i won't be able to see you  well ill go to cinema to watch premier there with my brother: Can't wait!!,1553608187,2009-04-18 14:43:38,135,27,clarasdiary
"@mileycyrus you're so lucky to actually have a car, aha. well a working one. i crashed mine. ",1553921449,2009-04-18 15:34:37,93,17,frannybsays
"@mileycyrus lol who cares. audi, tomato, tomayto. ( wow, im really twittering to mileycyrus) ",1553925663,2009-04-18 15:35:19,93,14,KennaOkoye
@mileycyrus hope you have a fab time in uk miley!!!!! i wish we could meet up! ,1554015794,2009-04-18 15:50:15,79,16,sophie_mattes
@mileycyrus .......i know wat it's like leavin' 'em but yuh don't wanna leave ,1555845347,2009-04-18 20:51:40,78,13,shanziness
@mileycyrus Awehh  i hate it when i half to leave too! and my names ShannonMyleigh hahaha!,1556400094,2009-04-18 22:41:30,90,16,Sassie2764
@mileycyrus http://twitpic.com/3goxn - WOAH! i can c y. I don't blame u. i would hate not having a private life ,1556692221,2009-04-18 23:54:18,112,20,KellzMelis
@mileycyrus hey hun! i couldnt imagine traveling like you do.  keep your head up! your such an inspiration to many. we all live up to you!,1556783713,2009-04-19 00:19:44,138,26,Kristina_Chase
"@mileycyrus I have school tomorrow again!  Boooring, but on the lessons I humming on Breakout!  We gonna breakout let the party start...",1557097703,2009-04-19 02:00:06,136,22,elinsinders
so happy i go back to school on tuesday not tomorrow. I MUST GET @mileycyrus tickets ,1557396741,2009-04-19 03:51:46,85,16,PaulaaGeorgee
@mileycyrus it could be worse! i have go to uni tomorrow to prepare for 6 exams and a 2000 word essay for wednesday  it's tragic!,1557691469,2009-04-19 05:32:05,129,25,JoshuaSacramoni
"@mileycyrus don't leave us  haha i'm part of your FAN family, okay? Good look at the HM premiere in Germany, GOD bless you, luv ya guurl..",1559477049,2009-04-19 11:14:38,138,26,Sweetviviana
"@mileycyrus oh miley miley, I'm Italian i wish to see u!  I'm so dam sad",1559761654,2009-04-19 11:59:06,72,15,Halliwellicious
@mileycyrus why do you was in germany ? Awwww... ,1559764514,2009-04-19 11:59:33,49,9,Maren26
@mileycyrus how can you be at two places at the same time. I am also confused now. :x  i cant wish sweet dreams now ,1559772093,2009-04-19 12:00:36,116,24,sevednoob
@mileycyrus miley...im in italy but i won't see you  im sooooo sad.,1559774322,2009-04-19 12:00:53,67,12,babyvamp
@mileycyrus Go Miley!!! Hate I missed u in Knoxville ,1559805050,2009-04-19 12:05:28,53,9,KonkreteRose
@mileycyrus Be Careful! I heard the paparazzi there are Extreme   They just caused Madonna to go to hospital two days ago. Take Bodyguards,1559808452,2009-04-19 12:06:00,138,23,mp3mad
@mileycyrus mimi i cant come to rome even if i live in italy  im soo sad cause I ADORE YOU &amp; i want 2 meet you!! :'(  i think i could cry.,1559836738,2009-04-19 12:10:21,142,32,babyvamp
@mileycyrus   That sucks. She couldn't come with you?,1563875960,2009-04-20 00:40:24,53,8,z0mbiezer0
"@mileycyrus i miley love your music, i think you are amazing and i love your song &quot;the climb&quot;    i hope you dont stay sad for long ....",1563880777,2009-04-20 00:41:47,145,27,cobza
@mileycyrus awwww x  i've got school today actually im setting of soon,1563882074,2009-04-20 00:42:07,70,12,SmileyEM7
"@mileycyrus Aaw, poor Miley!  Where are you at the moment?",1563882308,2009-04-20 00:42:11,58,10,jindujun
@mileycyrus Nawww  Cheer up',1563883443,2009-04-20 00:42:33,28,4,NewYork_Dreamer
@mileycyrus  don't b sad. let me cheer u up! what do u want?,1563886315,2009-04-20 00:43:16,60,13,ZamirHady
@mileycyrus aweeee it's okaiieee miley!!! ,1563899396,2009-04-20 00:46:59,42,5,andreaaaaarose
@mileycyrus true that miley. Haha. I want a boyfriend. ,1563900237,2009-04-20 00:47:13,55,9,FabulousJames
@mileycyrus Dont be sad  when ur sad ur fans r sad    ill Pray for u  x],1563915227,2009-04-20 00:51:24,72,16,TylerKayy
@mileycyrus  cheer up ..I have to spend another 2 weeks without my dad cause hes on a work thing,1563917799,2009-04-20 00:52:08,96,19,Elissajade
@mileycyrus Having it stuck in your head as you dream about rollerblading as a Gaga clone is worse. ,1563995611,2009-04-20 01:14:37,100,18,tinknevertalks
@mileycyrus I'm so sad for you too! ,1564006068,2009-04-20 01:17:42,36,7,Audrey__B
@mileycyrus miley!luv you so muchhh! last day i hear you on hitz.fm from malaysia rite? plz reply me~i really hope  sry4mybrokenenglish,1564193451,2009-04-20 02:15:12,135,21,mcbf
@mileycyrus 10 more days without my mommy  .... mileys sad,1564217691,2009-04-20 02:22:51,58,10,CarlosToomer
@mileycyrus  so sad I can't go to the HM movie premiere in Paris next week ,1564249275,2009-04-20 02:32:34,75,15,Pengouinsqueen
@mileycyrus awww  rest up,1564251709,2009-04-20 02:33:20,25,4,squidwardthe2nd
@mileycyrus dang girl you should still be in bed ,1564312996,2009-04-20 02:52:22,49,9,veronica78
"@mileycyrus well, i am sad for you!! ",1564367519,2009-04-20 03:08:42,37,7,Jennifer_10
"@mileycyrus Don't be sad  Everything's okay, love you.",1564415927,2009-04-20 03:23:13,54,8,solalonso
@mileycyrus awwww miley its ok. I don't get to see my mom until june and the last I saw her was november.      be happy girlie,1564454013,2009-04-20 03:34:02,126,25,hmmc1991
@mileycyrus why? What did you have going on? I'm sorry your day was bad  take off tomorrow!,1564600100,2009-04-20 04:12:56,91,17,AnaKatey
@mileycyrus Know how you feel about missing you mom! I haven't seen mine in 9 months  Hey btw great movie,1564773865,2009-04-20 04:52:37,105,20,miemunk
@mileycyrus aww really i know how it feels ,1564830776,2009-04-20 05:04:20,43,8,samantha_nj
@mileycyrus - *BIG HUGS* Sorry it's so crazy...And that you're feeling so lonely!  But I promise the time's gonna fly by!,1564855625,2009-04-20 05:09:16,121,21,LilBit0318
@mileycyrus your coming to london wednesday YAY im coming thee to and really wanna meet you and demi so much i didnt get tickets  xx,1564874042,2009-04-20 05:12:53,132,25,jonaslovato92
"@Tommcfly @ddlovato @mileycyrus .. how do you get a rhythm to a song you write? I've written quite a few songs, but I can't do it  .. ilu",1565189369,2009-04-20 06:08:12,137,28,mileyworld
@mileycyrus Oh I am sorry to ear you miss your mom and your family. ,1565571276,2009-04-20 07:04:06,68,14,MileyFanKorea
"@mileycyrus YOU'RE IN ROME! i'd do anything to get out of geography,  Have fun!",1573543928,2009-04-21 01:40:27,79,14,cheesychapstick
At school ! Blah  @mileycyrus you look great in the Venetian mask :*,1573711597,2009-04-21 02:29:30,68,13,Gabrielka1992
"@mileycyrus http://twitpic.com/37d57 - I sang &quot;i miss you&quot; for school ... I was thinking of you, Miely, Everytime ? Sorry for your Pappy ",1573730168,2009-04-21 02:34:56,147,23,_axelle
@mileycyrus I can almost see it.. that DREAM i'm dreaming.. but there's a VOICE inside my head saying &quot;i'll never reach it...&quot; ,1573852981,2009-04-21 03:09:55,137,22,JJasonGee
@mileycyrus MILEY MILEY MILEY MILEY  or send you a hi to me :s if wrong fault of the translator haha. i love you so much ?,1675782969,2009-05-01 20:19:09,122,26,aaarih
@mileycyrus I love having my feet on the dashboard!  But I guess it is in the line of sight of the person driving. ,1675827322,2009-05-01 20:25:26,115,23,Goldae
"@mileycyrus No, it wouldn't drive me crazy, but I would definitely fear for your life because if you were in a car crash, you could die. ",1675853449,2009-05-01 20:29:15,137,26,andersonmelissa
@mileycyrus ya that was abnouxious! ugh i am so sad  im not smiley rite now..my crush (player big tyme) was all over 2 mny gurlz uggh! ,1675896395,2009-05-01 20:35:22,135,26,shmanderzxo
@MileyCyrus Can you please ask jesus to stop A N1H1 flu because it might cancel my trip to NY ,1676665830,2009-05-01 22:45:57,94,19,jencryzthers
@mileycyrus is sad that u won't add me ,1676882558,2009-05-01 23:33:55,39,8,yutsnme
@mileycyrus I hope you don't see my tweets then just not reply ,1677679057,2009-05-02 03:23:35,63,12,JJasonGee
@mileycyrus http://twitpic.com/3pwy7 - This outfit is so cute. I wish I have the same one. ,1677983231,2009-05-02 04:59:03,91,15,SilvaSchreiner
@mileycyrus so i have the same insomnia prob as you i slept for all of 3 hrs woke up at 5am nd couldnt go back to sleep  btw your awesome!,1678337109,2009-05-02 06:22:31,138,30,Jessica_567
@mileycyrus hey miley -- im kind of freaked out about that swine flu. are you ?  idk if i should go to the bamboozle 2moro in NJ -brittany,1679039586,2009-05-02 08:23:06,138,28,JonasFan143
"@mileycyrus: I have find your personal Myspace, bue it's private xD i'm so sad ",1679040722,2009-05-02 08:23:16,79,14,celyyy
@mileycyrus you say that you love chatting with your fans but your never answer to me ,1679065568,2009-05-02 08:27:02,86,16,stephanie073
thanks to @mileycyrus i want a lollipop right now. but we don't have them ,1680269763,2009-05-02 11:17:37,74,14,TessaDino
@mileycyrus nice * my videos  broken ,1680768504,2009-05-02 12:27:07,37,6,xmafertiti_x
"@mileycyrus Miley? Is anything possible, or is that just a quote to make you feel better? ",1680845565,2009-05-02 12:37:46,90,16,ChloePeck
@mileycyrus i miss my cousin ,1680847141,2009-05-02 12:38:00,29,5,annaclarad
"@mileycyrus, also i had a poppy that i was very close to that died in 05 from cancer too. soo ur song i miss you really hits home ",1680946572,2009-05-02 12:51:44,130,28,melmariedavis
"@mileycyrus god bless u miley. regarding saturdays, i have some instructors who call us on holidays for exams!!, and nobody can say no  ",1681094547,2009-05-02 13:12:06,136,23,el7omed
@mileycyrus wtchn all da miley/hannah concerts thti recorded! i kno lyk evrythn bout her! luv her sooo much! i wna meet her  xx,1681130343,2009-05-02 13:17:03,127,23,namziipanzii
@mileycyrus how was the event?! sad I couldn't go ,1685022106,2009-05-02 22:47:36,50,9,gleemacncheese
"@mileycyrus Since you can't get an abortion, please be one ",1685071707,2009-05-02 22:58:01,59,10,magikmel
@mileycyrus you could come to Brazil too  i love you so much ?,1685270354,2009-05-02 23:41:57,62,13,maluoi
@mileycyrus omg its really annoying how ppl just try to guess your relationship status+whether good or bad!  whoever u r or not w is up2u!,1685319448,2009-05-02 23:53:36,138,25,mcevoy1rachael
@mileycyrus hope you have fun in atlantis. i would be there but sadly i'm too far away  canadas a looooooooong ways away from that,1685489883,2009-05-03 00:37:16,130,24,paradiseechild
"@mileycyrus i wish!  but i hope you have fuun!! if you come to maryland or north carolina, im so there! ",1685509936,2009-05-03 00:42:50,104,20,inseparablex
@mileycyrus i wish she had a concert in india ,1685545567,2009-05-03 00:52:56,46,9,aradhanarawks11
"@mileycyrus  i was going to go to that show :'( But my dad cant afford tickets , cause we live in australia.. ",1685682115,2009-05-03 01:32:30,110,22,TylerKayy
Not feeling the best. Im a lil upset about @mileycyrus's concert on 1st of May that i was gonna go to but cant afford ,1685695674,2009-05-03 01:36:30,118,24,TylerKayy
shorting out music for bbq unfortunately my family dont appreciate the music of @mileycyrus @ddlovato and @Jonasbrothers  oh well =] xo,1686281167,2009-05-03 04:42:02,135,21,elliejanexo
@mileycyrus i wish i could go ,1686516672,2009-05-03 05:45:44,30,6,ddukeunc12
@mileycyrus http://twitpic.com/4fzo7 - noooo dont dye ti  its pretty enough as it is!!,1686548042,2009-05-03 05:53:16,86,13,fayeEFC
@mileycyrus i wish i could be there! ,1686569430,2009-05-03 05:58:23,37,7,giovythestar
@mileycyrus http://twitpic.com/4fzo7 - prettey (:. But please don't dye your hair dark ,1686702835,2009-05-03 06:28:10,87,12,LucieLovesYou
@mileycyrus aww I would love to go that is 3 days before my birthday!! ,1686816786,2009-05-03 06:52:22,71,14,jblives4ever17
@mileycyrus http://twitpic.com/4fzo7 - Brandi looks great here *-* But I prefer you as you're now..don't dye your hair ,1686927898,2009-05-03 07:14:21,119,18,Emmy9273
@mileycyrus sounds awesome miley! Wish i could go and see ya. but alas i cant. ,1687007402,2009-05-03 07:29:20,79,15,michaeljcitak
"@mileycyrus I wish I could be there I tried to win tickets, but I'm pretty sure I didn't.  Now its to late for me to put in a leave chit! ",1687181343,2009-05-03 08:00:06,138,30,DeNae07
@mileycyrus i wish i had money to go ,1687183396,2009-05-03 08:00:22,37,8,AnnetteStatus
"@mileycyrus sure, i really wanna go but its too far  Like u ;)",1687206928,2009-05-03 08:04:11,62,13,AlyzeeBagoe
@mileycyrus i had 2 beg my mom SOOO much to take me!!! she said it was too much money  i hope u have an AWESOME time tho!! i love u miley!,1687211916,2009-05-03 08:05:00,138,31,RachMillhauser
@mileycyrus I wish I could go  I'd love to see you play live!!!,1687236584,2009-05-03 08:09:02,63,13,laurengreene2
@mileycyrus dammit! i wish i could go ,1687238162,2009-05-03 08:09:18,38,7,ambermcstravick
@mileycyrus i wish i could go!  but that's my prom night!,1687238997,2009-05-03 08:09:26,57,11,iloveyou_xx
@mileycyrus no money then no atlantis  i really wish i could come i feel in my heart that im the biggest fan of you love you xxx take care,1687274834,2009-05-03 08:15:16,138,29,JodieMiley
@mileycyrus you should have a contest to send someone there for free! i would go but i can't afford it ,1687275015,2009-05-03 08:15:18,103,20,maddie5218
@mileycyrus Wish i could go... I have school... ,1687279387,2009-05-03 08:16:01,48,8,EmmyTheRandom
@mileycyrus I wish I could go cannot go that weekend ,1687308671,2009-05-03 08:20:50,53,10,bigdbc
@mileycyrus wish i could come ,1687338434,2009-05-03 08:25:50,30,5,Amyssam
"@mileycyrus The day before 26th birthday! Wish I could go, but with me being in the UK, and suffering from an anxiety condition, I can't ",1687401888,2009-05-03 08:36:05,137,25,hayduchovny
@mileycyrus http://twitpic.com/4fzo7 - ive been hearin some nasty rumours bwt u  dont believe them tho,1687530356,2009-05-03 08:56:28,102,15,ejofficial
@mileycyrus aren't you exited to come to Argentina ? ,1687564491,2009-05-03 09:01:44,53,9,MelinaPlaza
@mileycyrus http://twitpic.com/37d57 - awwww thats yuurr papii  my papi diedd too ,1687894149,2009-05-03 09:51:06,82,11,vannacyrusz
@mileycyrus I am rediculously jealous. Revision is my agenda for next 2 months! ,1690761016,2009-05-03 16:18:57,80,13,NileyCyrus
@mileycyrus I just finished miles to go. I didn't want it to end  I'm gonna read it again with a high lighter &lt;3 LOVED IT.,1691376784,2009-05-03 17:43:35,125,25,ilsepla
@mileycyrus i wish i could do that!! i have school ,1692215731,2009-05-03 19:31:14,51,10,blowpopluver162
@mileycyrus I can tell. They seem to be the only ones you answer. ,1692253783,2009-05-03 19:36:04,66,13,lyndsey21090
@mileycyrus do you not love your Irish fans too !! ,1692329436,2009-05-03 19:45:45,51,10,shreath
"@mileycyrus we also love you miley, cant wait to see you in brazil ",1692366160,2009-05-03 19:50:34,67,13,__juli
@mileycyrus does bffs mean ur not datng anymore ? ,1692369245,2009-05-03 19:50:59,50,9,taralovesu
@mileycyrus And argentinian fans  ?,1692399175,2009-05-03 19:54:49,35,5,lubevica
@mileycyrus OMG!!!! your barzilian fans love you too dear! is soooooo hard have you so far ,1692594535,2009-05-03 20:20:19,91,16,paulazinha
"@mileycyrus i love being lazy, haha. too bad school is tomorrow  how are you miles?",1692736917,2009-05-03 20:39:56,83,15,kristenj0nas7
@mileycyrus awesome. I spent my day waiting around for classes that were cancelled. ,1692737295,2009-05-03 20:39:59,84,13,Spacegirlnz
"@mileycyrus miley, and what about of ur mexican fans  we lov u too, i hope u can come to mexico soon to see how much we lov u xoxo Sandy",1692816457,2009-05-03 20:51:12,136,30,Shandy_Girl
@mileycyrus you dont love your French fans Miley  ??,1693969352,2009-05-04 00:30:32,52,9,SherazadeJones
@mileycyrus http://twitpic.com/4fzo7 - you both have so beatiful eyes  i wanna have them ,1695964314,2009-05-04 07:19:44,89,13,svanakei
"@mileycyrus hey , i had a bird .. the same as your , but he died weeks ago ",1751347976,2009-05-09 19:14:21,75,18,Quelforster
@mileycyrus http://twitpic.com/4vv13 - OMG so cute!! I had one a long time ago... ,1752020179,2009-05-09 20:51:16,82,13,tsubasaozora17
"@mileycyrus it really sucks when one of your best friends breaks your heart...,how do you get over that??? ",1752955719,2009-05-09 23:34:57,107,18,clauleguizamo
@mileycyrus http://twitpic.com/336u5 - too bad she got eliminated !!!  get her for your seventeenth birthday,1753594167,2009-05-10 02:25:31,108,15,lilmarshmellow
"@mileycyrus will you follow me, no one does ",1753743489,2009-05-10 03:12:30,44,8,emmagbabe
@mileycyrus It's not mommy day in UK ,1755027865,2009-05-10 08:03:44,37,7,Jason4641
@mileycyrus c in december when you are in the uk is it london you are performing in ? :'( ??? ,1755124239,2009-05-10 08:19:19,94,20,paranoid_
@mileycyrus Miley  Im sooo stealing that from your mom XD I wonder if they have a charm bracelet with different crosses on it thats what I,1755246377,2009-05-10 08:38:35,138,26,Sniickerdoodle
@mileycyrus OMG! so like i forgot it was mothers day yesterday and i didnt get her anything i woke up to late  for breakfast in bed!!! ,1755248873,2009-05-10 08:38:59,135,26,jessicahardy101
@mileycyrus http://twitpic.com/4vv13 - i love him but it remind me with mine he died  i really loved him,1755345413,2009-05-10 08:54:08,104,18,schnuz
@mileycyrus http://twitpic.com/4vv13 - aww i had onee ,1755439354,2009-05-10 09:08:34,54,7,annamile
@mileycyrus i wish i had my dog ,1759925309,2009-05-10 20:15:49,32,7,ManizaK
@mileycyrus why don't your tweets show up for me anymore  it makes me so sadddddd,1759956858,2009-05-10 20:20:05,81,15,caraaaaaa
@mileycyrus For some reason your updates don't show up on my twitter  I don't know what's wrong with it.,1760270747,2009-05-10 21:05:25,104,19,Justxlaugh
@mileycyrus Sssssooooo tired  about to fall asleep on this movie,1760277739,2009-05-10 21:06:28,64,10,mrsjjohnson09
"@mileycyrus reminded me, i think lost my faith necklace from my mommy ! ",1770612159,2009-05-11 21:47:25,72,13,bethanyjc
@mileycyrus Ahh are you ok? Lol evil bugs ,1793284329,2009-05-14 02:05:35,42,8,PrincessPeax
@mileycyrus I agree bugs are waay annoying there's one on my window now scary  lol xxx,1793284720,2009-05-14 02:05:41,86,16,Amyx0
@mileycyrus it isn't... I'd call @spencerpratt too...*lol* but I'm in germany at the moment... :'( ...time difference u know... ,1793332582,2009-05-14 02:16:56,128,19,saralinho
@mileycyrus its so many fake myspacer to ,1793349655,2009-05-14 02:21:00,41,7,Fajzet
"@mileycyrus  huh, another fake? hate fakes, too ... ",1793391015,2009-05-14 02:30:44,52,8,mexxo
@mileycyrus im not a fake! lol ,1793408846,2009-05-14 02:35:01,31,6,buckers2009
@mileycyrus I don't think they have those here.  What do they taste like? Haha!,1793458559,2009-05-14 02:46:26,79,14,MargauxAlcid
@mileycyrus theres such thing as chocolate covered skittles? :-o how cool.why doesn't ireland have them.  your amazing btw.  love jen. x,1793503651,2009-05-14 02:56:54,136,21,Jenarooo
@mileycyrus What are they!!?? We don't have them in the uk  x,1793539373,2009-05-14 03:04:52,61,12,clairem79
@mileycyrus I really hope that Loco92 stops with the posing.  It's said that so many people do it.,1793569326,2009-05-14 03:11:40,98,18,Littleboo2002
@mileycyrus you won't believe how many fake mileys there are on a germanwebsite for pupils.. and many people believe them ,1795448428,2009-05-14 07:47:29,122,20,JennyAnnika
@mileycyrus i am so jealous of your body! ,1822531338,2009-05-16 19:47:33,42,8,jonas_xoxo
@mileycyrus how can i write something to Miley so she could read ? :/ im just tryinng so hard ,1822541064,2009-05-16 19:48:54,94,19,Teaah
"Woohoohoo,missing my cousin Noah.  Noah,Noah.I miss you and @mileycyrus hahaha,it'd be better if I have those people: @mileycyrus and noah",1824651583,2009-05-17 02:19:18,138,20,EmsGrace
"@mileycyrus That is heckaa mean that all these people are being rude to you miley  your not fatt,and cyber bullying is rude people.",1825024908,2009-05-17 04:00:34,131,23,micahizkewl
"@mileycyrus dragon? lol. oh thats too bad mi, i had a miley fansite before, got 2000 members. but its hacked ",1825362712,2009-05-17 05:25:11,109,20,shestaylautners
@mileycyrus aww. It reminds me of my friend Renee. I miss her so much. I had to leave her behind in NSW ,1825414110,2009-05-17 05:36:46,104,22,renabean
"@mileycyrus i big fan of you, reply me please  i love yaaa!!",1825427598,2009-05-17 05:39:50,60,12,yorlenysolera
poor @mileycyrus not even in the Bahamas they leave her alone ,1825438059,2009-05-17 05:42:02,62,11,FrannyM101
"they should stop @mileycyrus mean comments towards her, she has feelings ",1825454887,2009-05-17 05:45:36,73,11,FrannyM101
@mileycyrus AWH  HOPE YOUR HAVING A GD TIME IN THE BAHAMAAAS! YOU IN SME HOTEL AS @mandyyjirouxx?,1825457433,2009-05-17 05:46:11,97,17,aliceKatex
@mileycyrus I read that in your autobiography ,1825478840,2009-05-17 05:50:44,46,7,ToriMadison
@mileycyrus i didn't know about cystic fibrosis til my sis was engaged to him- and i heard his bro had died@17 with it-  but my sis is a,1825505732,2009-05-17 05:56:30,136,28,mcevoy1rachael
@mileycyrus yeah i read about that in your boook! i cried at that part.  rip.,1825935242,2009-05-17 07:15:55,77,15,NATALIEBBYX
"@mileycyrus i miss u too! xD hey! u dont me answer yesterday, i ask u: your concert in bahamas is tonigh? is for go, and u dont answer me ",1827121512,2009-05-17 10:02:17,138,29,LizzMartin
@mileycyrus I've never even had lucky charms before ,1827147536,2009-05-17 10:05:35,52,8,Bexie1
@Mileycyrus ??? : O Why yaah don't follow me? ,1827767655,2009-05-17 11:24:18,46,9,SarahLadylike
@mileycyrus any song suggestion for losing your best bud? ,1832817896,2009-05-17 21:34:20,58,9,angelovemiley
@billyraycyrus you call justin a MAN? a good guy for miley!? gimme a BREAK!! @mileycyrus MAKING OUT WITH JUSTIN!? WTF MILEYY!! ,1833242061,2009-05-17 22:41:34,127,21,WeRespectMiley
"@MileyCyrus plllzzz txt mee  I wanna chat with u,oh gosh i tried likee crazy butt nothin.i hope u gonna write [hope].loveu",1833702299,2009-05-18 00:09:46,122,21,Teaah
"off to school, getting a needle today, not cool!  I'm going to go eat coco pops and listen to @mileycyrus !",1833707500,2009-05-18 00:10:44,107,21,rebeccabecky
@mileycyrus i've been a fan of urs for 3years i no pretty everything bout ur music N acting stuf i never bought any cuz i live in morocco ,1833772522,2009-05-18 00:24:25,138,28,thebiglover
@dvx_uk I can't deny my crush on @mileycyrus. She's incredible ,1834114238,2009-05-18 01:40:57,63,10,Wriggy
@mileycyrus I'm so sad 'cauze nobody answer me   MiLuH? have you NETLOG?,1834279228,2009-05-18 02:19:16,72,12,Carooooo
@mileycyrus noooo  Which state are you in?,1834921223,2009-05-18 04:37:14,42,7,TheMurphy
@mileycyrus how do u put twitpics on miley? i have been trying for ageees ,1834945535,2009-05-18 04:41:36,74,14,GEMMALOUBOO
@mileycyrus wow!!....look out for the after shock...there allways the worst ,1834996583,2009-05-18 04:50:41,76,10,rebelzzz
@MileyCyrus  Mileeey u said on some video at youtube to visi t ur tweeter and stuff but im sad ur not replyin.  r u checking this btw ;) ?,1835052898,2009-05-18 05:00:28,138,29,Teaah
@mileycyrus nope...no earthquakes here...i wish we would...we never get stuff like that ,1835158212,2009-05-18 05:17:45,88,12,philiprainsford
"@mileycyrus I felt the quake, it didn't make me fall asleep all night ",1835604850,2009-05-18 06:21:51,70,13,RamseyNick
@mileycyrus R u d real miley cyrus...or just fake????? ,1835713018,2009-05-18 06:35:43,55,9,Lasya__16
@mileycyrus there was an earthquake?!?!?!?!!? scary!!!!!! ,1835794010,2009-05-18 06:45:51,58,6,xoxozanessa101
"@mileycyrus no,im in indonesia.but i worried about you.you ok? ",1835952204,2009-05-18 07:04:57,63,9,angelovemiley
