Content,ID,Timestamp,Length,LengthPalabras,Autor
@ddlovato - i dont get your jokee ,1557538005,2009-04-19 04:42:45,34,7,simplydanx
@ddlovato why are u there? come to italy ,1557579462,2009-04-19 04:57:01,41,8,Sere510
@ddlovato what you've been in germany   where you have been ??  please please answer,1557783059,2009-04-19 05:59:06,84,14,AnniLovesToSing
@ddlovato OMG i cant believe you actually pit stopped in GERMANY !! and i didnt know  awwww i wanna meet u !!!!!!! love you &lt;33,1557974334,2009-04-19 06:47:42,130,25,Anii_love_JoNaS
@ddlovato  Hey! Demi? U still there?  ,1558048762,2009-04-19 07:04:30,38,6,Aneisha05
@ddlovato omg! I wish I could be there!  I can't wait to see u the 13.6 in Madrid! Love you!,1558468977,2009-04-19 08:28:18,92,20,lydiandsarah
@ddlovato what a pity that I wont go in any of the show here in brazil ,1559602470,2009-04-19 11:34:17,71,16,Rach_Gregg
@ddlovato bad you're summer tour is not comming to Norway ,1559609790,2009-04-19 11:35:24,58,10,Anettex
"@ddlovato omg, that's Madrid! i wish i was there, i live far from that place  have fun here, demi! love you xxx",1559641585,2009-04-19 11:40:26,111,22,claudia_miuccio
@ddlovato http://twitpic.com/3lwfk - Welcome to Spain Demi!!I'm from Spain but not from Madrid. i would like to be in Madrid ,1559676767,2009-04-19 11:45:55,125,20,m1r1am_5
@ddlovato have a great day Demi i have school  haha x,1563735005,2009-04-20 00:02:06,53,11,lovejonas_x
"@ddlovato pleaseeee come to manchester, UK... with every band its always about London.. its difficult to keep traveling to London ",1564505869,2009-04-20 03:48:44,130,20,saaam_
@ddlovato they are just trying to scare you ,1564690283,2009-04-20 04:33:59,44,8,sarakhh
"@Tommcfly @ddlovato @mileycyrus .. how do you get a rhythm to a song you write? I've written quite a few songs, but I can't do it  .. ilu",1565189369,2009-04-20 06:08:12,137,28,mileyworld
@ddlovato Why the sad face?  Don't Worry. Be Happy! ,1572834303,2009-04-20 22:43:33,52,9,TPLOVEJC
"@ddlovato what happened, demi ? ",1572857063,2009-04-20 22:48:24,32,5,rafablack
@ddlovato i dunno demi  ignore them they are dumb they only know what others tell them to be true than to actually figure it out.urperfect,1572908111,2009-04-20 22:59:25,138,25,cor_cor85
"@ddlovato have fun in London shame I'm not gunna be there though, coz I'm in school!  id love to meet you too,so where abouts in london...",1572934032,2009-04-20 23:04:50,138,26,ItsJallen
@ddlovato I know right. I think I'm okay. But most of people think I'm fat  but I'm like 46KG and i'm 15. I just don't understand it.,1572937087,2009-04-20 23:05:28,133,27,SakinaJonas
@ddlovato why you  for,1572954791,2009-04-20 23:09:26,22,4,aidenruiz
"... wondering why @ddlovato is sad  now im sad :,( iLove U Demi ...",1572957666,2009-04-20 23:10:03,67,14,NikkiMouse_
@ddlovato Why are you &quot;  &quot; ? :o,1573000609,2009-04-20 23:19:53,41,8,MllexCamelia
@ddlovato  What's the matter?,1573212663,2009-04-21 00:10:29,29,4,mgozzler
@ddlovato scary dream  just woke up from it.,1573525257,2009-04-21 01:34:56,44,8,du_hast_mich
@ddlovato Enjoy it!  I miss it. ,1573683740,2009-04-21 02:20:56,32,6,marionsclan
@ddlovato what?? you are in munich? do you have a show there? :O omg i want to see you !! munich is soo near to me  please reply (:,1574020051,2009-04-21 03:55:20,131,29,xSasyx
"Wow! Im sooo tired  ... @ddlovato Demi, your tweets made me laugh so much! I freakin love Munich. I spent a whole week there last summer!",1574020282,2009-04-21 03:55:22,137,26,aka_AMY
@ddlovato Yay for elbow hi-fives! Swine flu has got me a little scared too ,1675994791,2009-05-01 20:49:48,75,14,LauraRepetti
@ddlovato haha that pic u drew was AWESOME! I would be scared about the flu too  b careful! Stay healthy...I love ur music  Thx so much,1676194202,2009-05-01 21:20:56,135,26,Taylor13Fan
I just realized I am SOOOO pumped for @ddlovato concert like I don't think I can wait until july! ,1677111461,2009-05-02 00:30:29,98,19,kaitlie
@ddlovato lol it's okay though it saves you in case she was mean ,1678563655,2009-05-02 07:05:48,65,13,betsymaebartlet
@ddlovato Demzz Please come to Monterrey With The Jonas Brothers ,1678575156,2009-05-02 07:07:50,65,10,nicholaaas
27 days til Jonas Brothers 3D and Nickelback! @ddlovato demi gosh you HAVE to do a tour in the UK. like seriously! London is too far away ,1678625570,2009-05-02 07:16:36,138,27,jjjennifer
@ddlovato i don't agree  like to hear u singing 'lo que soy' haha,1678654868,2009-05-02 07:21:38,65,13,jnetto
@ddlovato I don't know spanish enough to say who's good and who's not. ,1678679379,2009-05-02 07:25:45,71,13,trainwreck007
"@ddlovato Sadly, I'd probably be so excited if I saw you I'd walk right by you as well ",1678688638,2009-05-02 07:27:20,87,18,letsgogogo
I think I'm gonna start replying @ddlovato that she is ungrateful apparently she only replies to those ,1678691861,2009-05-02 07:27:53,103,17,mariaruizx
"@ddlovato  Hey Demi! How are you ? It's Emma. I see,your Facebook got deleted ",1678750675,2009-05-02 07:37:20,78,14,emmaluvsdemi
@ddlovato demi you just made me so hungry for taco bell hah and its only 10 in the morning ,1678865555,2009-05-02 07:55:55,91,19,erica290
@ddlovato why do you not answer to your fan ? ,1678963226,2009-05-02 08:11:12,46,10,_LiLLa
Aaah I just heard @ddlovato 'La La Land' on the radio for the 1st time yay!! I know I'm twittering too much but I'm bored ,1678999119,2009-05-02 08:16:51,122,25,callumthomas
"@ddlovato winona'a hometown is about 30 minutes from where i liv, but i've never sen her ",1679032031,2009-05-02 08:21:57,89,16,janey79
@ddlovato R u doin the brimingham(uk) concert with the jb ? cuz i wana cum c u in concert so bad but u ent doin concerts in the uk ,1680703399,2009-05-02 12:17:58,131,29,AliciaRubyDavis
@ddlovato I was cyber-bullied the other week..... did u ever get that? it wasn't nice that's for sure ,1686011054,2009-05-03 03:16:34,102,18,Shelby_Wilde
@ddlovato demii your amazingggg! what happend to your facebook?  mwaa take careeeee &amp; keep inspiringgg me  lovee youuuuuu mwaa xx,1686048587,2009-05-03 03:29:15,133,20,KIERAAAA_
shorting out music for bbq unfortunately my family dont appreciate the music of @mileycyrus @ddlovato and @Jonasbrothers  oh well =] xo,1686281167,2009-05-03 04:42:02,135,21,elliejanexo
@ddlovato girl you are sooo lucky...i would do anything to be there ..and id do anything to be at your show this summer in fl ,1686984363,2009-05-03 07:25:02,126,25,alexxbrown
@ddlovato bozle? what is this? i dont understand ,1687040067,2009-05-03 07:35:08,49,8,UnaiGomez
@ddlovato good luck tonight!!! I wish I was going ,1687277208,2009-05-03 08:15:39,50,9,OfficialAL
"@ddlovato you're so lucky, i wanted to go so badly but i couldn't ",1687310420,2009-05-03 08:21:07,66,13,alex_saullives
@ddlovato hey I'm in the crowd for honor and your under an umbrella  hahah lucky.,1687657938,2009-05-03 09:15:55,81,15,lhschenk
@ddlovato who all did you see at bamboozle? sometimes I wish I lived up somewhere by jersy so I could go to bamboozle!  lol( im frm texas),1688852242,2009-05-03 12:04:00,138,27,stickydotcom
@ddlovato Have you ever had a moment where you fel that everyone is too muchh of a grown up for you? i am   no one won't play with me..,1689010245,2009-05-03 12:25:07,135,29,cherrieanne
i just missed swac for the third week in a roww! im sorry demi  @ddlovato,1692846315,2009-05-03 20:55:33,73,15,massacremelissa
http://twitpic.com/4j6zx - @JohnBernos and I WISHING we were at BAMBOOZLE watching our girl @ddlovato and the rest of the homies ,1693678383,2009-05-03 23:22:28,129,20,CBernos
@ddlovato wow you rocked so much!!!! i wasnt there  but ive seen you on youtube and wow keep rockin' and rollin' xoxo,1694704210,2009-05-04 03:47:34,117,22,Selemi
have loose my faith in celebrities replies  Example:@jonasbrothers @selenagomez @taylorswift13 @dannitapaola @ItsChelseaStaub @ddlovato,1694989799,2009-05-04 04:50:49,135,13,xo_maryy_xo
"@ddlovato go fangirl over guys your age, please and thank you, we DO NOT appreciate it ",1696132153,2009-05-04 07:40:34,87,16,freya_x
@ddlovato oh I'm so happy that u r back! I missed you so much ,1750994971,2009-05-09 18:25:02,62,14,aldulovato
"@ddlovato 0h yaaay Y0u're back ! , I g0t w0rried f0r y0u because 0f these stupid rum0rs. ..   I saw 0n Y0uTube, y0ur Bamb0oZzle !Extra;)",1751034759,2009-05-09 18:30:42,136,25,JeSsiiK
"@ddlovato Awwh Demi  Sorry To Hear You Miss Sel, But Soo Glad To Welcome You Back To Twitter  Come To Australia ? Love You&amp;God Bless,xo",1751848336,2009-05-09 20:25:30,139,25,taylaspicer
@ddlovato http://twitpic.com/4vtlm - I wish I had a dog! She's so adorable ,1752348487,2009-05-09 21:40:49,75,12,stNERD
@ddlovato i missed demi's tweets more  haha x) jk..... i miss my mom ,1752769986,2009-05-09 22:55:57,69,13,BrownEyedGal27
@ddlovato i miss bob the bear ,1753532619,2009-05-10 02:06:55,30,6,leodatsmaname
"@ddlovato http://twitpic.com/3ez15 - i you hate in this picture,you're soo tan,it makes you look older ",1754209973,2009-05-10 05:25:37,103,15,ami_rocks
@ddlovato hey demi heyy! i love you &amp; u rock! i wish i could meet you ,1755569338,2009-05-10 09:28:32,74,16,Taytayswiftfan1
@ddlovato jealous  i wish i was still growing. i'm stuck at 5'3&quot; for the rest of my life,1759121631,2009-05-10 18:30:36,93,18,followyourlead_
"@ddlovato congrats on growing!! ur catching up with me-i'm 5'8''! i wish i could go to ur show, but we spent so much money to see JB!! ",1759275940,2009-05-10 18:51:25,135,27,JBisMYlife001
"@ddlovato sorry for my TERRIBLE writing in the last post, but the 140 limit ",1791921209,2009-05-13 21:32:15,76,14,chennysherm13
@ddlovato  hey demi.. how's it goin? could you please greet me here.. my friends won't believe that you are the real demi.. ,1793280314,2009-05-14 02:04:41,124,22,jhengz19
"@ddlovato hey, how are u? the last days of school are coming up.  then the exams :S and then summer ",1793569948,2009-05-14 03:11:49,100,20,aashna14
@ddlovato awesome demi!too bad i can't see what it looks like ,1822454819,2009-05-16 19:37:01,62,11,PosionIvyx1234
@ddlovato oh that is such a sad movie! ,1822461556,2009-05-16 19:37:57,39,8,mileyc1fan
"@ddlovato I be scared of this movie, well not much but have ",1822492219,2009-05-16 19:42:04,60,12,ZulHernandez
@ddlovato You are the moonlight of my life every night(8)... la la la la... Green Day...  I wish speak enlgish perfectly,1822606903,2009-05-16 19:58:11,120,21,ezdookie
@ddlovato tweeted @nicksantino saying she loved him. I have no chance now ,1822613209,2009-05-16 19:59:04,74,12,julieweigand
"@ddlovato Edward Scissorhands good movie, a little freaky, and sad ",1822685348,2009-05-16 20:08:53,67,10,Nikkigoeswhoah
Why am I not recieving any updates from @ddlovato ? ,1823569150,2009-05-16 22:19:46,52,10,SarahRoseMusic
@ddlovato: dont cry demi! I would be exactly the same way. I dont think i would be able to handle it ,1823867517,2009-05-16 23:14:42,101,21,ceciliaaaax
@ddlovato Don't cryyyy  Think about other stuff. Like how happy you'll make people be. We are the one's who should cry. I'm sure I'll cry.,1823871212,2009-05-16 23:15:23,138,25,NatElev
@ddlovato hi!! i wish u cud reply ,1823894496,2009-05-16 23:20:04,34,7,ValVest
"@ddlovato  Have fun in South America, though! Go visit Tegucigalpa! lol jk That's the only S.American place I remember from Spanish class.",1823921194,2009-05-16 23:25:28,138,22,deepconnection
@ddlovato where you heading? ,1823964455,2009-05-16 23:34:14,29,4,rayjohnz
@ddlovato aww demi. you were supposed to come to monterrey.  now i'll go to one of your concerts at USA cause you aint coming  ILY,1824041570,2009-05-16 23:50:15,130,25,mvidaurri
@ddlovato i cant wait till you come to argentinaaa. i hope i can go to the concert ,1824054947,2009-05-16 23:53:05,83,17,miyuri123
@ddlovato how do u know who is real and who is fake on here? Kinda frustrating ,1824364591,2009-05-17 01:04:07,79,16,AmandaLeiblein
listening to @ddlovato album to make everything better. makes me cry more lol cause one of the songs was our songs and now were not bff ,1824556291,2009-05-17 01:54:05,136,26,HanaStephenson
i couldnt live without @ddlovato i am gonna miss her so much!!!! come back soon  i need my friendyyy!,1825881106,2009-05-17 07:06:46,101,19,mileycyyrus
i heard screams downstairs maybe @ddlovato or  @Jonasbrothers or @ mileycyrus ARE HERE oh wait none of them are in the country  darnn,1826135996,2009-05-17 07:46:55,133,23,letsgetcraZ
@ddlovato me and the states miss you already!! &lt;3 ,1827141734,2009-05-17 10:04:51,53,9,dlnumber1fan
@ddlovato do u and selena talk alot anymore? it doesnt seem like it ,1827694578,2009-05-17 11:15:06,68,13,mariponce510
"@ddlovato You wanna sleep? xD in Lima 12:49AM here, in venezuela 1:45  i Just wanna be with You!",1833447848,2009-05-17 23:19:02,96,18,GeneTLJ
@ddlovato love you demi! ur so lucky u graduated.. i have exams for like 4weeks starting 2day ,1833499344,2009-05-17 23:29:03,94,17,Samm_xo
"@ddlovato I hate change.  unfortunatly, we can't do anything about it....",1833689520,2009-05-18 00:07:02,73,11,StaceyMelissa
@ddlovato so true. and it really hurts when things changed for the worst. ,1833701256,2009-05-18 00:09:32,74,13,rayjohnz
"@ddlovato i know just how you feel...  sometimes it hard too move on, but its for the best.",1833716575,2009-05-18 00:12:35,91,18,E_rocKsteadY
"@ddlovato aw, are you alright? ",1833723692,2009-05-18 00:14:04,31,5,totalcliche
@ddlovato yea. is there a problem Demi? ,1833736002,2009-05-18 00:16:35,40,7,rayjohnz
"@ddlovato It's a very sad realization sometimes, but it's very true. It just sucks when a person you care about changes for the worse ",1833743630,2009-05-18 00:18:14,134,24,ErynSkye
@ddlovato PLS REPLY BACK ,1833750457,2009-05-18 00:19:44,25,4,silent_bigmouth
@ddlovato but what happens when the friend that you needed is moving across country and the summer was the only time you had to sed her? ,1833839921,2009-05-18 00:38:37,137,26,valeru
why won't @ddlovato talk to me? ,1833853073,2009-05-18 00:41:27,32,6,Aw_Re_yA_
"@ddlovato why dont u write then to us ?  I writing u everyday till i got twitter from,and nothing :/ love u demiii.xx",1833862997,2009-05-18 00:43:41,117,23,Teaah
@ddlovato ironicly that is very true..i'm sry that the one who told you that is doing this to you   but you are strong know that!,1833911385,2009-05-18 00:54:43,129,25,Zunii
@ddlovato why do others have to leave? if they are real friends why do they forget? ,1833912116,2009-05-18 00:54:53,84,16,riajonas
@ddlovato Awwww. Demi I hope no one is making you feel terrible now. ,1833916322,2009-05-18 00:55:51,69,13,jadmonsod9
"@helenaanneh  that like almost made me cry, i've always got your back helena and i WILL get @ddlovato to reply to you i promise, i love u",1833925164,2009-05-18 00:57:52,137,27,maliajonas
@ddlovato this has been a stressfull month for me to think how to get you reply me.you did to your other fans but me.how sad ,1833943363,2009-05-18 01:01:50,125,25,angelovemiley
@helenaanneh  i cannot thankyou enough for everything you have helped me through @ddlovato needs to know how incredible you are i love you,1833947441,2009-05-18 01:02:42,138,23,maliajonas
"@ddlovato =O why do u say that ?? u'r such an amazing person, never doubt it !  ",1834009827,2009-05-18 01:16:53,80,17,Miiaax3
"Soooo sleepy.  I'm going to bed. Nightttt @BREEawNUHH, oh &amp; @ddlovato, who never replies to me. :'(",1834079803,2009-05-18 01:33:02,103,17,saferdays
"@ddlovato   Really hope you come back to the UK soon Demi, didn't get a chance to see any of your appearances ",1834203048,2009-05-18 02:01:32,110,21,laurenfell
"@ddlovato your so lucky to feel that way, I simply cannot there's just too much I want to do in my life and I know they'll never be done ",1834388635,2009-05-18 02:44:43,137,29,OfficiallyAmy
"@ddlovato &quot;and my best friends, you know who you are&quot; that's the bad, I know that I can't be one of that best friends  anyway I love you;)",1834642323,2009-05-18 03:42:14,148,28,mgdanni
@ddlovato You're great Demi.  My only regret is that I am out of town when you come to Orlando ,1834710509,2009-05-18 03:56:46,95,19,Nene_81
@ddlovato idk if your going through the same thing but the day before my 13bday my friend told me that i changed and now i am lonely ,1834875050,2009-05-18 04:28:53,133,27,koleenovak
How come @selenagomez and @ddlovato arnt going on tour together? that makes me sad not seeing them together ,1932346148,2009-05-26 21:17:08,108,18,ddlovato_mariah
@ddlovato What's that on your hand? Oh my number *lame  *,1932463021,2009-05-26 21:31:02,57,11,Princessakari
"@ddlovato the album is going to be phenomenal, i just know it. too bad your not coming to canada on your tour though ",1955768877,2009-05-28 20:35:41,117,23,lilly_tran
@ddlovato SUSPENSE NOOOO  PLEASE DEMI PLEASE :'D,1955826777,2009-05-28 20:41:24,48,7,marufumega
@ddlovato DEMI!!!!! I JUST TOLD YOU NOT TOOOOO  gah!!!!!!!!!!,1955830970,2009-05-28 20:41:50,61,9,BrownEyedGal27
@ddlovato that's mean ,1955834806,2009-05-28 20:42:14,22,3,PaoloAlonso
@ddlovato demi!!! NOOOOOOOO. how long is the suspense gonna go?! i don't think i can take it... ,1955835977,2009-05-28 20:42:22,96,17,musicfreak1747
@ddlovato doonnttt doo thiss to usss  we are just helpless stupid fanssss ,1955841811,2009-05-28 20:42:59,74,12,BrownEyedGal27
@ddlovato if i die tomorrow? i will never know the date of the song  love ya ;),1955851957,2009-05-28 20:44:07,79,17,josefamanriquez
@ddlovato THAT NOT FAIR! i was already exited buuuh ,1955862504,2009-05-28 20:45:12,52,9,Marce_iglesias
@ddlovato it really sucks when somone doesnt reply to you ,1955865840,2009-05-28 20:45:33,58,10,jjchelak
@ddlovato demi you're killing us! please dont do that  haha,1955876359,2009-05-28 20:46:41,59,10,crazyyg
@ddlovato DEMIIII YOUR BEST FRIEND SPENT LIKE 3 MONTHS HERE AND YOU DONT EVEN COME?  THIS SUCKS! COME TO VANCOUVER!!!,1955879988,2009-05-28 20:47:05,117,20,jjchelak
"@ddlovato Demi will you please tell us.....The wait is killing me! For everything! The Music, Tour! URG......Please ",1955884651,2009-05-28 20:47:35,116,17,SarahRoseMusic
@ddlovato well thats not very nice to keep us in suspense  tell it!,1955928368,2009-05-28 20:52:18,67,13,addieheartsyou
@ddlovato  when does it release? ,1955982666,2009-05-28 20:58:14,33,5,Sniickerdoodle
"@ddlovato suspense, suspense. what to do during the mean time? study  did u get a tan in south america? last time i went i got bad bites!",1955987916,2009-05-28 20:58:48,137,27,bball_joe
@ddlovato Your Mean ,1956016843,2009-05-28 21:01:56,20,3,playmymusic96
@ddlovato aaaaaaaaa Demi! whatever u wanna do is fine! crap ill wait!  Cant wait YaY!,1956137432,2009-05-28 21:15:36,85,15,RockedByPickler
@ddlovato demi! no more suspense. lol  and i reallly want to see you on tour but im seeing JB and my mom doesnt want me to spend my $ ,1956139245,2009-05-28 21:15:49,134,29,xxxKaitlinxxx
@ddlovato but dont worry im working on her... i think i will be there but idk. hopefuly i will see you in CHICAGO! i will cry if i dont ,1956156301,2009-05-28 21:17:50,136,29,xxxKaitlinxxx
"@ddlovato you cruel, cruel girl...we have to wait... ",1956174684,2009-05-28 21:20:03,53,8,sarahgalaksi
@ddlovato YOU LIKE HAVING THIS POWER OVER US! -meanie ,1956327855,2009-05-28 21:38:41,54,9,SallytheShizzle
@ddlovato my back hurts  stupid sitting on the floor :/ LOL TELL US ALREADY!!! pleeeease,1956343018,2009-05-28 21:40:35,88,15,SallytheShizzle
@ddlovato  heheheh.. i wanna know!!.. &lt;3&lt;3&lt;3&lt;3&lt;3 love uu demiii!!,1956489755,2009-05-28 21:59:37,80,9,yorbi12
@ddlovato Demi I miss you!!!  please return soon to Argentina!! I love you with all my heart! you're MY LIFE &lt;3 i need see you!,1956514847,2009-05-28 22:02:42,130,25,PriscilaBurgos
@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!,1957072637,2009-05-28 23:26:30,120,23,destinyhope92
"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",1957086137,2009-05-28 23:28:47,96,19,destinyhope92
@ddlovato july... too long ,1957096447,2009-05-28 23:30:28,27,4,Samm_xo
thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick ,1957098844,2009-05-28 23:30:51,67,12,YoCorina
@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:,1957103831,2009-05-28 23:31:42,64,11,Nicolee09x
"@ddlovato Since obviously living in Alaska, only a few radio stations we get here. ",1957154717,2009-05-28 23:40:18,83,14,blak4ever
@ddlovato Yayyyyyyyyyyy!!!!! but thats sp far away! ,1957192464,2009-05-28 23:46:48,52,7,ash1225
"@ddlovato, ahhhhhhh so excited for july 21 (: ecxept stupid australia won't get it til like decembbberrrrrrrr  but stilll ahhh! congratss.",1957223957,2009-05-28 23:52:26,138,21,vanessaleighh
"@ddlovato july 21st!?? that means at your concert I won't know all the songs.  oh well, yay demi!! &lt;3",1957523236,2009-05-29 00:46:11,104,19,kimalba
@ddlovato hey! im a fan form Puerto Rico .. can'wait for your next CD ... xoxoxoxo Come back on tour here please  !!,1960262681,2009-05-29 07:41:06,116,23,TatianaOrtiz
@ddlovato miss chatting with you ,1961253361,2009-05-29 09:13:03,33,5,kahren1o
"It's so annoying when I want to go see The Sats, @OfficialJoBros and @ddlovato in concert..but I know I'LL Have to pay ",1962257822,2009-05-29 10:46:06,119,22,CaptainClairesy
@ddlovato DEMI YOU WERE SO PRETTY WITH YOU'RE BANGS AND EVERYTHING .YOU LOOK TOO GROWN UP IN THIS PICTURE  i liked your bangs.,1963155007,2009-05-29 12:17:16,126,23,jasminebrone
@ddlovato hey how is everything going? please reply back. sometimes i think you hate me because you never reply back to me ,1963330944,2009-05-29 12:33:41,123,22,xOxEmily453xOx
@ddlovato where are ya headin to for your family vaca? i hope the paparazzi leave you alone ,1963988449,2009-05-29 13:33:16,92,17,callielockett
@ddlovato or with other food like i can't put penutt butter in my bread it always broke my bread  y need to tosted TOO MUCH NOW,1964052366,2009-05-29 13:39:04,127,26,teamDdemiLovato
Listen to Back Around by @ddlovato ...love this song. Meet @TiniOlsen tomorrow ^.^ But we canï¿½t go swimming  Sorry,1964231440,2009-05-29 13:55:19,116,19,LarryMusic
http://twitpic.com/67hac - My besties. If only @ddlovato was there. ,1964247674,2009-05-29 13:56:45,68,9,MileyCyrus
"@ddlovato today &quot;sonny with a chance&quot; came to brazil, i loved it!! you're amazing &lt;33 please reply ",1964539715,2009-05-29 14:23:55,112,17,mariaeduardab
@Jonasbrothers @ddlovato you are disappointing me...... ,1964625858,2009-05-29 14:32:18,56,6,MeriEsteban
My besties. If only @ddlovato was there.  on Twitpic http://bit.ly/bRg6W (via @MileyCyrus),1965087224,2009-05-29 15:18:36,90,12,TM_Image
@ddlovato http://twitpic.com/5h3ad - And Brazil??? WE LOVE YOU TOO!! ,1965248504,2009-05-29 15:35:11,69,9,SamAyyad
"@ddlovato it's quite hard cause when you attempt to spread it, the cornbread falls apart... ",1965265905,2009-05-29 15:36:59,92,15,tswiftlove93
My besties. If only @ddlovato was there.  on Twitpic http://ff.im/-3o32G,1965379382,2009-05-29 15:49:02,72,10,sophielatulippe
My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only @ddlovato .. http://twitpic.com/67hac,1965379563,2009-05-29 15:49:03,138,18,adsfinancial
tMeme&gt; My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac,1965555022,2009-05-29 16:07:35,132,16,rickdog
* My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only @ddlova.. http://twitpic.com/67hac,1965999575,2009-05-29 16:56:13,137,18,marcelobernard
@ddlovato  my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better ,1966183016,2009-05-29 17:16:53,105,20,xOxEmily453xOx
"@ddlovato How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard ",1966241834,2009-05-29 17:23:45,136,25,Spazzie_Jazzie
"@ddlovato Come back to Brazil, pleeease! ",1966875225,2009-05-29 18:33:34,41,6,jujubaah
@ddlovato haha. Can't wait 4 the video!!! Ur not going to keep us in suspense again w/the release date of the single r u? Please don't ,1966877040,2009-05-29 18:33:46,135,26,blak4ever
